irn,DarYearCollected,DarHigherTaxon,DarCollector,DarCollector2,DarStateProvince,DarCounty,DarLocality,DarIdentifiedBy
357081,,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun,,Massachusetts,,Vicinity Of Woods Hole,"Ahearn, Cynthia, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
42467,,"Animalia, Cnidaria, Hydrozoa",M.Rathbun,,Bahia,,Bahia,
42677,,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island",
10130799,,"Animalia, Nematoda, Enoplida, Oncholaimina",M.Rathbun,,,,New Brunswick,
252580,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Crangonidae",M.Rathbun,,New Brunswick,,Grand Manan Island,
252581,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Crangonidae",M.Rathbun,,New Brunswick,,Grand Manan Island,
417475,,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,Harfswell Island,"Rosewater, J."
417476,,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,"Harfswell Island, S Part Of Island On Shore","Rosewater, J."
306275,,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, R."
356788,,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Flag Island, E Of Island","Rathbun, Mary Jane"
356789,,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Eagle Island, NE Of Island","Rathbun, Mary Jane"
356785,,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haskell's Island, W Of Island","Rathbun, Mary Jane"
305839,,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Amphiuridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Whaleboat Island, E Of S End Of",
789853,,"Animalia, Mollusca, Bivalvia, Unionidae",M.Rathbun, H. Pilsbry,Tennessee,,Tennessee,
254508,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Pontellidae",R.Rathbun,,Massachusetts,,Vineyard Sound,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263194,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Calanidae",R.Rathbun,,,,Off New Jersey,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263845,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Pontellidae",R.Rathbun,,Massachusetts,,"Woods Hole, Basin","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
256577,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Siphonostomatoida, Caligidae",R.Rathbun,,Massachusetts,,Woods Hole,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263190,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Pontellidae",R.Rathbun,,Massachusetts,,Woods Hole,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263380,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Metridinidae",R.Rathbun,,,,,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263607,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Temoridae",R.Rathbun,,,,,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
254509,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Temoridae",R.Rathbun,,,,,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
254510,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Calanidae",R.Rathbun,,,,,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
169836,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,New Haven County,"New Haven, Shore","Verrill, Addison E., Peabody Museum, Yale"
96393,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",R.Rathbun,,Kentucky,Bell County,Pineville,"Schuster, Guenter A., Eastern Kentucky University"
14234462,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Eriphiidae",R.Rathbun,,,,"Rio vermelho, Bahia","Rathbun, Mary Jane, Smithsonian Institution"
14567127,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",R.Rathbun,,,,"Rio vermelho, Bahia","Rathbun, Mary Jane, Smithsonian Institution"
683269,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Connecticut,,New Haven,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
683225,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Massachusetts,,Naushon Island,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
683236,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Massachusetts,,Naushon Island,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
683258,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Massachusetts,,Naushon Island,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
683214,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,,,,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
11841,,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Plumulariidae",R.Rathbun,,Rio de Janeiro,,"Petros Island, 10 Miles East Of","Nutting, Charles Cleveland"
11842,,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Plumulariidae",R.Rathbun,,Rio de Janeiro,,"Petros Island, 10 Miles East Of","Nutting, C. C."
11886,,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Aglaopheniidae",R.Rathbun,,,,,"Nutting, C. C."
316683,,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Amphiuridae",R.Rathbun,,Rio de Janeiro,,"Guanabara Bay, Paqueta Island","Lyman, T."
316682,,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Amphiuridae",R.Rathbun,,Bahia,,Plataforma,"Lyman, T."
316684,,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Amphiuridae",R.Rathbun,,Bahia,,Plataforma,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"
11188,,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Plumulariidae",R.Rathbun,,Rio de Janeiro,,"Petros Island, 10 Miles East Of",
314984,,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiodermatidae",R.Rathbun,,,,,
12948045,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun,Dandridge,Maine,,,"Rathbun, Mary Jane, Smithsonian Institution"
